Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
650,0.0292357,0.847836,-0.0115092,-0.14843,58.0316,88.0251,119.422,115.266,157.156,159.344,551.188,21.666,20.912,28.512,28.909,20.912
651,-0.0292357,0.847836,0.00309123,-0.147557,58.0316,91.9749,117.453,117.375,158.953,157.172,550.953,21.318,21.304,28.851,28.527,21.304
652,-0.847836,0.0292357,0.181784,0.0344768,58.0316,178.025,116.734,165.266,156.891,106.312,545.203,21.411,30.313,28.777,19.5,19.5
653,-0.847836,-0.0292356,0.180938,0.0495243,58.0316,181.975,118.531,166.734,154.25,104.094,543.609,21.804,30.672,28.375,19.149,19.149
654,-0.0292353,-0.847836,0.0057065,0.2422,58.0316,268.025,171.828,170.0,106.75,101.781,550.359,31.221,30.889,19.396,18.494,18.494
655,0.0292354,-0.847836,-0.0083613,0.24407,58.0316,271.975,174.031,167.719,104.688,102.969,549.407,31.676,30.527,19.055,18.742,18.742
656,0.847836,-0.029236,-0.197694,0.0447044,58.0316,358.025,173.953,114.875,106.938,157.172,552.938,31.46,20.775,19.34,28.425,19.34
657,0.789365,0.321593,-0.187108,-0.0403094,58.4694,22.1663,157.828,103.875,117.797,165.891,545.391,28.939,19.046,21.599,30.417,19.046
658,0.321593,0.789365,-0.0795445,-0.138694,58.4694,67.8337,129.312,105.266,145.422,164.703,544.703,23.74,19.325,26.697,30.237,19.325
659,-0.321593,0.789365,0.0714224,-0.135983,58.4694,112.166,107.203,125.953,163.172,143.375,539.703,19.863,23.337,30.234,26.566,19.863
660,0.789365,-0.321593,-0.185784,0.119353,58.4694,337.834,180.828,124.047,97.7188,142.141,544.735,33.196,22.772,17.939,26.094,17.939
661,0.730893,0.438536,-0.173919,-0.0671,58.4694,30.9638,151.641,101.766,122.625,167.234,543.266,27.913,18.732,22.572,30.783,18.732
662,0.438536,0.730893,-0.105915,-0.12757,58.4694,59.0362,134.109,102.578,139.984,165.922,542.593,24.716,18.905,25.799,30.579,18.905
663,-0.438536,0.730893,0.0955466,-0.122094,58.4694,120.964,105.625,131.547,164.422,138.719,540.313,19.549,24.346,30.431,25.674,19.549
664,-0.730893,0.438536,0.156643,-0.0615434,58.4694,149.036,105.078,146.406,163.547,120.922,535.953,19.606,27.317,30.515,22.562,19.606
665,-0.789365,0.321593,0.17002,-0.0354949,58.4694,157.834,106.922,151.859,162.062,115.766,536.609,19.925,28.3,30.201,21.574,19.925
666,-0.789365,-0.321593,0.168199,0.119719,58.4694,202.166,128.703,173.0,141.766,95.4219,538.891,23.883,32.103,26.307,17.707,17.707
667,-0.730893,-0.438536,0.156186,0.148604,58.4694,210.964,134.484,175.594,136.531,93.3125,539.921,24.908,32.522,25.287,17.283,17.283
668,-0.438536,-0.730893,0.0964198,0.216334,58.4694,239.036,152.344,178.109,119.766,93.1406,543.36,28.037,32.779,22.042,17.142,17.142
669,-0.321593,-0.789365,0.0714757,0.231012,58.4694,247.834,158.297,176.875,114.859,94.5156,544.547,29.069,32.481,21.093,17.357,17.357
670,0.321593,-0.789365,-0.0775899,0.232138,58.4694,292.166,181.25,154.094,96.9531,112.031,544.328,33.298,28.309,17.812,20.582,17.812
671,0.438536,-0.730894,-0.102427,0.218971,58.4694,300.964,183.016,148.906,95.5,117.172,544.594,33.606,27.343,17.536,21.515,17.536
672,0.730893,-0.438536,-0.170615,0.148361,58.4694,329.036,182.453,129.578,95.7812,135.625,543.437,33.574,23.844,17.625,24.957,17.625
673,0.847836,0.0877072,-0.198181,0.0150543,58.4694,5.90614,166.359,109.141,108.484,158.844,542.828,30.647,20.106,19.985,29.262,19.985
674,0.0877071,0.847836,-0.0251571,-0.148482,58.4694,84.0939,118.938,110.859,152.219,157.719,539.735,22.036,20.54,28.203,29.222,20.54
675,-0.0877072,0.847836,0.0168736,-0.146826,58.4694,95.9061,113.266,117.031,157.453,152.109,539.859,20.981,21.678,29.166,28.176,20.981
676,-0.847836,0.0877072,0.181178,0.0204309,58.4694,174.094,112.203,159.375,154.984,105.719,532.281,21.08,29.942,29.117,19.862,19.862
677,-0.847836,-0.0877072,0.181775,0.0635388,58.4694,185.906,117.328,164.609,148.672,99.5781,530.187,22.13,31.047,28.041,18.782,18.782
678,-0.0877069,-0.847836,0.0191676,0.243128,58.4694,264.094,165.609,168.297,105.453,97.8438,537.203,30.828,31.328,19.63,18.214,18.214
679,0.0877069,-0.847836,-0.0229918,0.244397,58.4694,275.906,173.156,162.578,101.016,102.844,539.594,32.09,30.13,18.721,19.06,18.721
680,0.847836,-0.0877071,-0.198092,0.0604019,58.4694,354.094,172.312,114.203,102.469,151.406,540.39,31.887,21.133,18.962,28.018,18.962
681,0.847836,0.146179,-0.199775,-5.92101e-05,59.3554,9.7824,159.906,103.969,107.203,156.703,527.781,30.298,19.699,20.312,29.691,19.699
682,0.146179,0.847836,-0.0391431,-0.149353,59.3554,80.2176,117.25,105.5,146.109,154.859,523.718,22.388,20.144,27.898,29.569,20.144
683,-0.146179,0.847836,0.0313078,-0.146598,59.3554,99.7824,106.375,113.609,152.234,143.328,515.546,20.633,22.037,29.529,27.801,20.633
684,-0.847836,0.146179,0.180612,0.00617322,59.3554,170.218,106.031,151.188,150.625,103.438,511.282,20.738,29.57,29.46,20.231,20.231
685,-0.847836,-0.146179,0.180863,0.0791964,59.3554,189.782,115.375,160.781,141.391,94.2344,511.781,22.544,31.416,27.627,18.413,18.413
686,-0.146179,-0.847836,0.0330461,0.244868,59.3554,260.218,157.406,164.266,102.672,92.4531,516.797,30.458,31.785,19.867,17.89,17.89
687,0.146179,-0.847836,-0.0370303,0.246527,59.3554,279.782,168.328,154.094,94.9844,99.9062,517.313,32.539,29.787,18.361,19.313,18.361
688,0.847836,-0.146179,-0.198368,0.0768812,59.3554,350.218,167.266,111.125,96.1094,142.531,517.031,32.351,21.493,18.589,27.567,18.589
689,0.61395,0.61395,-0.147215,-0.103134,60.2567,45.0,133.094,92.9375,121.984,156.031,504.046,26.405,18.438,24.201,30.956,18.438
690,-0.61395,0.61395,0.13117,-0.0976154,60.2567,135.0,95.5625,128.828,152.453,120.484,497.328,19.215,25.904,30.654,24.226,19.215
691,0.61395,-0.61395,-0.144462,0.193084,60.2567,315.0,170.484,128.188,85.9844,116.016,500.672,34.051,25.603,17.174,23.172,17.174
692,-0.613951,-0.61395,0.130963,0.191548,60.2567,225.0,132.062,163.562,117.031,83.5469,496.202,26.615,32.963,23.585,16.837,16.837
693,0.672422,0.555479,-0.162078,-0.0922771,60.7136,39.5597,133.734,90.5938,116.484,153.453,494.265,27.057,18.329,23.567,31.047,18.329
694,0.555479,0.672422,-0.13466,-0.115894,60.7136,50.4403,127.062,90.8281,122.438,152.578,492.906,25.778,18.427,24.84,30.955,18.427
695,-0.672422,0.555479,0.144301,-0.0854548,60.7136,140.44,93.8438,129.562,149.969,115.188,488.563,19.208,26.519,30.696,23.577,19.208
696,0.555479,-0.672422,-0.130805,0.20831,60.7136,309.56,167.578,129.609,84.1719,110.547,491.906,34.067,26.348,17.111,22.473,17.111
697,0.847836,0.20465,-0.201794,-0.014468,60.7137,13.5704,148.344,95.3906,102.016,148.875,494.626,29.991,19.285,20.625,30.098,19.285
698,0.20465,0.847836,-0.0527084,-0.148484,60.7137,76.4296,112.188,97.5781,135.781,147.141,492.688,22.771,19.805,27.559,29.865,19.805
699,-0.20465,0.847836,0.0441395,-0.145417,60.7137,103.57,100.609,111.0,147.547,136.078,495.234,20.315,22.414,29.793,27.478,20.315
700,-0.555479,0.672422,0.120081,-0.109139,60.7137,129.56,94.2031,124.594,150.5,121.906,491.203,19.178,25.365,30.639,24.818,19.178
701,-0.847836,0.20465,0.180418,-0.00712178,60.7137,166.43,99.2031,142.594,144.875,100.391,487.063,20.368,29.276,29.745,20.612,20.368
702,-0.847836,-0.20465,0.180125,0.0939205,60.7137,193.57,110.969,153.734,131.828,87.4219,483.953,22.93,31.766,27.24,18.064,18.064
703,-0.672422,-0.555479,0.142811,0.177946,60.7137,219.56,126.906,160.688,118.328,82.375,488.297,25.99,32.908,24.233,16.87,16.87
704,-0.555479,-0.672422,0.118888,0.204858,60.7137,230.44,133.156,161.375,112.141,82.2344,488.906,27.236,33.007,22.937,16.82,16.82
705,-0.20465,-0.847836,0.0470603,0.246652,60.7137,256.43,147.656,157.812,98.75,85.8438,490.062,30.13,32.202,20.151,17.517,17.517
706,0.20465,-0.847836,-0.0509964,0.249061,60.7137,283.57,161.75,144.797,88.1094,96.1875,490.844,32.953,29.5,17.951,19.596,17.951
707,0.672422,-0.555479,-0.158095,0.179518,60.7137,320.44,167.391,122.531,84.4062,117.266,491.594,34.051,24.925,17.17,23.854,17.17
708,0.847836,-0.20465,-0.200264,0.0928776,60.7137,346.43,162.969,108.312,90.2031,134.969,496.453,32.827,21.817,18.17,27.187,18.17
709,0.789365,0.380065,-0.191018,-0.0549345,61.1751,25.71,139.625,90.2031,106.531,150.016,486.375,28.707,18.546,21.903,30.844,18.546
710,0.380065,0.789365,-0.0937891,-0.138423,61.1751,64.29,117.891,92.0312,128.766,148.609,487.297,24.193,18.886,26.425,30.497,18.886
711,-0.380065,0.789365,0.0835428,-0.133501,61.1751,115.71,94.6875,115.344,147.297,127.453,484.781,19.532,23.793,30.384,26.291,19.532
712,0.789365,-0.380065,-0.186123,0.136404,61.1751,334.29,164.062,113.078,85.4062,125.203,487.749,33.637,23.184,17.51,25.67,17.51
713,-0.789365,0.380065,0.168814,-0.0469072,61.1751,154.29,95.2031,135.922,147.516,106.359,485.0,19.63,28.025,30.416,21.93,19.63
714,-0.789365,-0.380065,0.167221,0.13657,61.1751,205.71,118.094,157.125,125.516,83.5625,484.298,24.385,32.444,25.917,17.254,17.254
715,-0.380065,-0.789365,0.0846664,0.232456,61.1751,244.29,140.219,160.125,104.203,82.8438,487.391,28.769,32.853,21.38,16.997,16.997
716,0.380065,-0.789365,-0.0906311,0.235322,61.1751,295.71,165.328,137.625,85.3906,102.141,490.485,33.707,28.059,17.409,20.824,17.409
717,0.730893,0.497007,-0.176937,-0.0795857,62.1125,34.2157,132.219,87.1562,109.016,148.297,476.688,27.737,18.284,22.869,31.11,18.284
718,0.497008,0.730893,-0.120816,-0.12797,62.1125,55.7843,119.797,87.8281,121.5,147.062,476.187,25.158,18.444,25.515,30.883,18.444
719,-0.497008,0.730893,0.107476,-0.121052,62.1125,124.216,90.3125,117.078,144.234,120.281,471.906,19.138,24.81,30.564,25.488,19.138
720,-0.730893,0.497008,0.154621,-0.0719444,62.1125,145.784,90.9375,127.953,144.375,108.453,471.718,19.278,27.125,30.606,22.991,19.278
721,-0.730893,-0.497007,0.154792,0.164761,62.1125,214.216,119.453,154.375,117.109,79.25,470.187,25.405,32.833,24.907,16.855,16.855
722,-0.497007,-0.730893,0.106762,0.221036,62.1125,235.784,132.688,156.812,105.594,79.0938,474.188,27.982,33.07,22.268,16.68,16.68
723,0.497007,-0.730893,-0.1174,0.2235,62.1125,304.216,163.5,130.016,81.7188,104.562,479.797,34.077,27.098,17.032,21.793,17.032
724,0.730893,-0.497008,-0.172584,0.165185,62.1125,325.784,163.984,116.516,82.6719,118.297,481.469,34.059,24.2,17.171,24.57,17.171
725,0.847836,0.263122,-0.203516,-0.0280429,62.589,17.2415,141.562,89.9531,99.7656,145.109,476.39,29.716,18.882,20.942,30.46,18.882
726,0.263122,0.847836,-0.0672802,-0.147346,62.589,72.7585,110.422,92.25,129.453,143.266,475.391,23.228,19.405,27.231,30.136,19.405
727,-0.263122,0.847836,0.0578102,-0.143018,62.589,107.241,94.2812,107.812,141.641,127.906,471.64,19.99,22.859,30.032,27.119,19.99
728,-0.847836,0.263122,0.179261,-0.0199105,62.589,162.759,93.5625,135.641,140.141,98.375,467.72,20.004,29.0,29.963,21.033,20.004
729,-0.847836,-0.263122,0.179691,0.109876,62.589,197.241,109.297,149.781,125.594,82.1875,466.859,23.411,32.083,26.902,17.604,17.604
730,-0.263121,-0.847836,0.0590259,0.247287,62.589,252.759,141.016,153.5,96.5625,81.1719,472.25,29.86,32.504,20.447,17.188,17.188
731,0.263121,-0.847836,-0.0659297,0.25102,62.589,287.241,158.781,138.297,83.5156,94.3438,474.937,33.432,29.119,17.585,19.864,17.585
732,0.847836,-0.263122,-0.201539,0.107808,62.589,342.759,157.922,105.234,84.4375,127.5,475.094,33.24,22.15,17.773,26.837,17.773
733,0.789365,0.438536,-0.191882,-0.0665626,64.5554,29.0546,125.469,80.0625,97.875,136.969,440.376,28.491,18.18,22.225,31.103,18.18
734,0.438536,0.789365,-0.107782,-0.136249,64.5554,60.9454,108.359,81.2812,114.609,134.859,439.108,24.677,18.511,26.1,30.712,18.511
735,-0.438536,0.789365,0.0954274,-0.129087,64.5554,119.055,84.0,106.016,132.984,113.359,436.359,19.25,24.296,30.476,25.978,19.25
736,0.789365,-0.438536,-0.186898,0.15375,64.5554,330.945,148.781,103.016,74.4375,110.25,436.484,34.086,23.601,17.054,25.259,17.054
737,-0.789365,0.438536,0.166462,-0.0585472,64.5554,150.945,83.3438,120.172,131.984,96.8438,432.344,19.277,27.795,30.528,22.4,19.277
738,-0.789365,-0.438536,0.164013,0.154126,64.5554,209.055,107.266,140.781,109.391,72.4062,429.844,24.955,32.752,25.449,16.845,16.845
739,-0.438536,-0.789365,0.0943355,0.236273,64.5554,240.945,123.906,143.109,93.25,71.7031,431.968,28.684,33.13,21.587,16.599,16.599
740,0.438536,-0.789365,-0.103124,0.239212,64.5554,299.055,148.438,121.469,73.875,91.8281,435.61,34.076,27.885,16.959,21.08,16.959
