Idx,elevation,azimuth,X,Y,x_light,y_light
437,58.9933,270,0.0000000102209,-0.857107,-0.00304227,0.244663
438,58.9933,270,0.0000000102209,-0.857107,-0.00237758,0.24441
439,58.9933,270,0.0000000102209,-0.857107,-0.0030738,0.245663
440,58.9933,270,0.0000000102209,-0.857107,-0.00272203,0.244556
441,60.1241,270,0.0000000103401,-0.867107,-0.00274977,0.247952
442,60.1241,270,0.0000000103401,-0.867107,-0.0021348,0.248163
443,60.1241,270,0.0000000103401,-0.867107,-0.0027195,0.247641
444,60.1241,270,0.0000000103401,-0.867107,-0.00297115,0.248327
445,60.1241,270,0.0000000103401,-0.867107,-0.00253249,0.248156
446,61.2953,270,0.0000000104594,-0.877107,-0.00258398,0.251633
447,61.2953,270,0.0000000104594,-0.877107,-0.00206521,0.253265
448,61.2953,270,0.0000000104594,-0.877107,-0.00232369,0.252934
449,61.2953,270,0.0000000104594,-0.877107,-0.00194875,0.251214
450,61.2953,270,0.0000000104594,-0.877107,-0.00194796,0.252508
451,62.5119,270,0.0000000105786,-0.887107,-0.00219485,0.257042
452,62.5119,270,0.0000000105786,-0.887107,-0.00276823,0.255438
453,62.5119,270,0.0000000105786,-0.887107,-0.00158103,0.255275
454,62.5119,270,0.0000000105786,-0.887107,-0.00216523,0.256015
455,62.5119,270,0.0000000105786,-0.887107,-0.00207393,0.256069
456,63.7803,270,0.0000000106979,-0.897107,-0.00273655,0.259393
457,63.7803,270,0.0000000106979,-0.897107,-0.00164003,0.258256
458,63.7803,270,0.0000000106979,-0.897107,-0.00141835,0.259171
459,63.7803,270,0.0000000106979,-0.897107,-0.00173155,0.258962
460,63.7803,270,0.0000000106979,-0.897107,-0.00123719,0.259461
461,65.1085,270,0.0000000108171,-0.907107,-0.0012481,0.26254
462,65.1085,270,0.0000000108171,-0.907107,-0.00279942,0.263854
463,65.1085,270,0.0000000108171,-0.907107,-0.00178988,0.261963
464,65.1085,270,0.0000000108171,-0.907107,-0.00229637,0.262799
465,65.1085,270,0.0000000108171,-0.907107,-0.00213321,0.262384
466,66.5067,270,0.0000000109364,-0.917107,-0.000977517,0.267586
467,66.5067,270,0.0000000109364,-0.917107,-0.00101479,0.267106
468,66.5067,270,0.0000000109364,-0.917107,-0.00170457,0.267182
469,66.5067,270,0.0000000109364,-0.917107,-0.00166836,0.26788
470,66.5067,270,0.0000000109364,-0.917107,-0.00170432,0.266998
471,67.9882,270,0.0000000110556,-0.927107,-0.000858436,0.270407
472,67.9882,270,0.0000000110556,-0.927107,-0.00268472,0.269211
473,67.9882,270,0.0000000110556,-0.927107,-0.00201301,0.270517
474,67.9882,270,0.0000000110556,-0.927107,-0.00158552,0.269887
475,67.9882,270,0.0000000110556,-0.927107,-0.00139061,0.270396
476,69.5712,270,0.0000000111749,-0.937107,-0.000379251,0.274451
477,69.5712,270,0.0000000111749,-0.937107,-0.00172537,0.273997
478,69.5712,270,0.0000000111749,-0.937107,-0.000672834,0.273675
479,69.5712,270,0.0000000111749,-0.937107,-0.00122141,0.275239
480,69.5712,270,0.0000000111749,-0.937107,-0.000801316,0.275357
